City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
baykit,ru,"04/19/2020, 11:07:24",61.67,96.37,22.87,91,0,2.19,clear sky,0.0,0.0
nikolskoye,ru,"04/19/2020, 11:08:03",59.7,30.79,39.99,86,75,6.71,broken clouds,0.0,0.0
butaritari,ki,"04/19/2020, 11:04:38",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
nanortalik,gl,"04/19/2020, 11:03:23",60.14,-45.24,30.18,89,14,15.79,few clouds,0.0,0.0
north bend,us,"04/19/2020, 11:05:07",43.41,-124.22,59.0,62,1,4.7,clear sky,0.0,0.0
nome,us,"04/19/2020, 11:06:41",64.5,-165.41,34.0,100,90,0.65,fog,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
tonantins,br,"04/19/2020, 11:10:00",-2.87,-67.8,83.34,75,74,3.04,moderate rain,3.6,0.0
kodiak,us,"04/19/2020, 11:06:30",57.79,-152.41,42.8,87,75,3.36,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
marang,my,"04/19/2020, 11:08:12",5.21,103.21,84.2,83,20,2.24,few clouds,0.0,0.0
mildura,au,"04/19/2020, 11:10:01",-34.2,142.15,68.0,34,100,17.22,overcast clouds,0.0,0.0
carnarvon,au,"04/19/2020, 11:05:51",-24.87,113.63,73.4,78,38,10.29,scattered clouds,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
hobart,au,"04/19/2020, 11:03:19",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
tessalit,ml,"04/19/2020, 11:10:03",20.2,1.01,97.21,10,44,12.28,scattered clouds,0.0,0.0
wonthaggi,au,"04/19/2020, 11:10:03",-38.6,145.59,53.01,93,100,5.99,moderate rain,3.48,0.0
hobart,au,"04/19/2020, 11:03:19",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
cabedelo,br,"04/19/2020, 11:10:04",-6.98,-34.83,84.2,79,20,11.41,few clouds,0.0,0.0
jamestown,sh,"04/19/2020, 11:03:06",42.1,-79.24,51.8,50,75,18.34,broken clouds,0.0,0.0
kharp,ru,"04/19/2020, 11:10:05",66.8,65.81,32.97,92,97,3.98,overcast clouds,0.0,0.0
la ronge,ca,"04/19/2020, 11:08:06",55.1,-105.28,41.0,52,75,18.34,broken clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
ponta do sol,cv,"04/19/2020, 11:03:12",32.67,-17.1,66.99,44,24,3.0,few clouds,0.0,0.0
kavieng,pg,"04/19/2020, 11:06:19",-2.57,150.8,83.61,71,23,4.18,few clouds,0.0,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
zhigansk,ru,"04/19/2020, 11:10:06",66.77,123.37,12.16,94,76,9.31,broken clouds,0.0,0.0
tessalit,ml,"04/19/2020, 11:10:03",20.2,1.01,97.21,10,44,12.28,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
xiaoweizhai,cn,"04/19/2020, 11:10:07",26.19,107.51,60.87,72,100,3.04,light rain,0.43,0.0
broager,dk,"04/19/2020, 11:10:07",54.89,9.68,50.0,39,0,6.93,clear sky,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
castro,cl,"04/19/2020, 11:05:50",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
fortuna,us,"04/19/2020, 11:09:58",40.6,-124.16,57.0,76,90,4.54,overcast clouds,0.0,0.0
kunming,cn,"04/19/2020, 11:10:08",25.04,102.72,64.4,45,0,8.95,clear sky,0.0,0.0
torbay,ca,"04/19/2020, 11:03:18",47.67,-52.73,32.0,96,90,34.45,snow,0.0,0.0
kwekwe,zw,"04/19/2020, 11:10:09",-18.93,29.81,63.14,44,30,11.95,scattered clouds,0.0,0.0
bambous virieux,mu,"04/19/2020, 11:06:46",-20.34,57.76,77.0,78,40,11.41,scattered clouds,0.0,0.0
sambava,mg,"04/19/2020, 11:09:51",-14.27,50.17,75.54,86,11,6.04,light rain,1.16,0.0
yambio,sd,"04/19/2020, 11:06:30",4.57,28.4,72.3,75,50,1.23,moderate rain,3.7,0.0
jamestown,sh,"04/19/2020, 11:03:06",42.1,-79.24,51.8,50,75,18.34,broken clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
whitehorse,ca,"04/19/2020, 11:10:11",60.72,-135.05,41.0,56,75,3.36,broken clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
pevek,ru,"04/19/2020, 11:05:43",69.7,170.31,4.23,94,100,5.55,light snow,0.0,0.2
hobart,au,"04/19/2020, 11:03:19",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
castro,cl,"04/19/2020, 11:05:50",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
kaeo,nz,"04/19/2020, 11:10:13",-35.1,173.78,57.99,94,100,2.64,light rain,0.62,0.0
kapustin yar,ru,"04/19/2020, 11:10:13",48.58,45.74,46.87,82,100,6.53,overcast clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:03:17",62.46,-114.35,21.2,67,20,14.99,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
east london,za,"04/19/2020, 11:06:01",-33.02,27.91,77.58,64,8,18.14,clear sky,0.0,0.0
taltal,cl,"04/19/2020, 11:10:15",-25.4,-70.48,70.11,57,7,5.53,clear sky,0.0,0.0
port lincoln,au,"04/19/2020, 11:05:53",-34.73,135.87,63.25,74,100,21.52,light rain,0.13,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
saint-philippe,re,"04/19/2020, 11:05:55",-21.36,55.77,75.2,78,14,14.99,light rain,0.24,0.0
upernavik,gl,"04/19/2020, 11:06:16",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
torbay,ca,"04/19/2020, 11:03:18",47.67,-52.73,32.0,96,90,34.45,snow,0.0,0.0
lebu,cl,"04/19/2020, 11:06:34",-37.62,-73.65,61.47,60,100,8.14,overcast clouds,0.0,0.0
manoel urbano,br,"04/19/2020, 11:10:17",-8.84,-69.26,90.45,38,53,2.59,broken clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:03:13",22.08,-159.32,71.01,83,40,5.82,scattered clouds,0.0,0.0
antofagasta,cl,"04/19/2020, 11:05:49",-23.65,-70.4,68.0,64,20,12.75,few clouds,0.0,0.0
nemuro,jp,"04/19/2020, 11:10:18",43.32,145.57,38.17,81,12,9.31,few clouds,0.0,0.0
the pas,ca,"04/19/2020, 11:08:47",53.83,-101.25,37.4,74,90,21.92,overcast clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 10:58:28",-34.53,20.04,62.6,82,4,3.36,clear sky,0.0,0.0
mataura,pf,"04/19/2020, 11:03:18",-46.19,168.86,44.01,83,93,5.01,light rain,0.54,0.0
sao raimundo nonato,br,"04/19/2020, 11:10:19",-9.02,-42.7,83.89,64,76,5.44,light rain,1.67,0.0
santa rosa,bo,"04/19/2020, 11:10:19",14.31,121.11,84.2,66,40,6.93,scattered clouds,0.0,0.0
wildwood,us,"04/19/2020, 11:10:20",38.58,-90.66,66.0,39,40,9.17,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
arraial do cabo,br,"04/19/2020, 11:06:08",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:03:18",-46.19,168.86,44.01,83,93,5.01,light rain,0.54,0.0
vao,nc,"04/19/2020, 11:05:55",-22.67,167.48,76.24,76,96,20.8,light rain,2.77,0.0
castro,cl,"04/19/2020, 11:05:50",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
yellowknife,ca,"04/19/2020, 11:03:17",62.46,-114.35,21.2,67,20,14.99,few clouds,0.0,0.0
pictou,ca,"04/19/2020, 11:10:21",45.68,-62.72,43.0,51,47,11.01,scattered clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:03:23",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
mareeba,au,"04/19/2020, 11:10:22",-17.0,145.43,78.8,88,75,1.12,broken clouds,0.0,0.0
isangel,vu,"04/19/2020, 11:03:09",-19.55,169.27,78.89,84,100,16.4,light rain,1.16,0.0
provideniya,ru,"04/19/2020, 11:03:12",64.38,-173.3,18.32,94,98,15.28,light snow,0.0,0.43
provideniya,ru,"04/19/2020, 11:03:12",64.38,-173.3,18.32,94,98,15.28,light snow,0.0,0.43
teeli,ru,"04/19/2020, 11:10:23",51.03,90.23,41.67,40,0,1.14,clear sky,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
upernavik,gl,"04/19/2020, 11:06:16",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
vaini,to,"04/19/2020, 11:03:09",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
sterlibashevo,ru,"04/19/2020, 11:10:25",53.44,55.26,41.7,60,100,1.7,overcast clouds,0.0,0.0
beroroha,mg,"04/19/2020, 11:10:25",-21.67,45.17,76.73,54,7,13.67,clear sky,0.0,0.0
xingcheng,cn,"04/19/2020, 11:10:25",40.62,120.72,49.5,82,87,16.58,light rain,1.79,0.0
waipawa,nz,"04/19/2020, 11:09:22",-41.41,175.52,55.0,72,52,1.99,broken clouds,0.0,0.0
yelizovo,ru,"04/19/2020, 11:10:26",53.19,158.38,24.8,41,34,8.95,scattered clouds,0.0,0.0
pisco,pe,"04/19/2020, 11:08:06",-13.7,-76.22,73.4,73,9,10.29,clear sky,0.0,0.0
trelew,ar,"04/19/2020, 11:06:34",-43.25,-65.31,66.58,25,87,20.76,overcast clouds,0.0,0.0
asau,tv,"04/19/2020, 11:10:26",46.43,26.4,51.8,71,75,13.87,light intensity shower rain,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
ahipara,nz,"04/19/2020, 11:10:27",-35.17,173.17,60.31,86,100,5.93,light rain,1.34,0.0
georgetown,sh,"04/19/2020, 11:06:13",5.41,100.34,82.4,94,20,3.36,few clouds,0.0,0.0
sao joao da barra,br,"04/19/2020, 11:07:19",-21.64,-41.05,80.6,57,75,4.7,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
yulara,au,"04/19/2020, 11:06:04",-25.24,130.99,82.4,26,40,8.05,scattered clouds,0.0,0.0
thompson,ca,"04/19/2020, 11:09:54",55.74,-97.86,19.4,79,90,6.93,light snow,0.0,0.0
bokoro,td,"04/19/2020, 11:10:28",12.38,17.06,92.46,9,27,8.66,scattered clouds,0.0,0.0
dongfeng,cn,"04/19/2020, 11:10:29",42.64,125.51,47.21,68,100,13.69,light rain,0.18,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
constitucion,mx,"04/19/2020, 11:07:59",-35.33,-72.42,68.11,41,57,17.36,broken clouds,0.0,0.0
mar del plata,ar,"04/19/2020, 11:03:26",-38.0,-57.56,75.99,57,2,23.04,clear sky,0.0,0.0
paamiut,gl,"04/19/2020, 11:10:30",61.99,-49.67,30.72,89,44,18.86,scattered clouds,0.0,0.0
christchurch,nz,"04/19/2020, 11:10:30",-43.53,172.63,44.6,75,40,5.82,scattered clouds,0.0,0.0
atuona,pf,"04/19/2020, 10:58:35",-9.8,-139.03,82.45,76,92,15.55,light rain,0.32,0.0
oranjemund,na,"04/19/2020, 11:06:35",-28.55,16.43,61.5,87,0,1.81,clear sky,0.0,0.0
pevek,ru,"04/19/2020, 11:05:43",69.7,170.31,4.23,94,100,5.55,light snow,0.0,0.2
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
klaksvik,fo,"04/19/2020, 11:06:05",62.23,-6.59,48.2,76,0,11.41,clear sky,0.0,0.0
lloret de mar,es,"04/19/2020, 11:10:34",41.7,2.85,60.01,97,100,1.01,light rain,0.22,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
sitka,us,"04/19/2020, 11:10:34",57.05,-135.33,39.2,93,90,2.21,mist,0.0,0.0
saldanha,za,"04/19/2020, 10:59:16",-33.01,17.94,60.8,82,0,12.75,clear sky,0.0,0.0
port elizabeth,za,"04/19/2020, 11:03:18",-33.92,25.57,71.6,73,2,2.24,clear sky,0.0,0.0
riberalta,bo,"04/19/2020, 11:10:36",-10.98,-66.1,87.8,48,11,9.17,few clouds,0.0,0.0
ornskoldsvik,se,"04/19/2020, 11:10:36",63.29,18.72,53.6,46,42,6.93,scattered clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
bluff,nz,"04/19/2020, 11:03:26",-46.6,168.33,44.01,83,97,5.01,light rain,1.66,0.0
vaini,to,"04/19/2020, 11:03:09",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
ribeira grande,pt,"04/19/2020, 11:04:35",38.52,-28.7,60.8,59,20,21.92,few clouds,0.0,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
margate,za,"04/19/2020, 11:07:36",51.38,1.39,52.0,79,0,24.02,clear sky,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
le port,re,"04/19/2020, 11:10:39",-20.94,55.29,75.2,78,67,17.22,light rain,0.17,0.0
san jeronimito,mx,"04/19/2020, 11:10:39",17.55,-101.33,86.0,62,5,6.93,clear sky,0.0,0.0
port macquarie,au,"04/19/2020, 11:10:39",-31.43,152.92,55.99,96,10,5.79,clear sky,0.0,0.0
zhigalovo,ru,"04/19/2020, 11:10:40",54.81,105.16,20.07,86,26,3.94,scattered clouds,0.0,0.0
cayenne,gf,"04/19/2020, 11:10:40",4.93,-52.33,82.4,83,40,2.24,scattered clouds,0.0,0.0
vanderhoof,ca,"04/19/2020, 11:08:19",54.02,-124.02,52.34,50,0,4.7,clear sky,0.0,0.0
atuona,pf,"04/19/2020, 10:58:35",-9.8,-139.03,82.45,76,92,15.55,light rain,0.32,0.0
altamont,us,"04/19/2020, 11:10:41",42.21,-121.74,48.2,57,40,4.7,scattered clouds,0.0,0.0
nikolskoye,ru,"04/19/2020, 11:08:03",59.7,30.79,39.99,86,75,6.71,broken clouds,0.0,0.0
tongren,cn,"04/19/2020, 11:10:41",27.72,109.19,61.23,77,100,1.36,light rain,0.21,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
viedma,ar,"04/19/2020, 11:10:42",-40.81,-63.0,71.6,26,68,8.81,broken clouds,0.0,0.0
vaini,to,"04/19/2020, 11:03:09",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
mutsu,jp,"04/19/2020, 11:10:43",41.29,141.22,44.6,93,90,16.11,light intensity drizzle rain,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
green valley,us,"04/19/2020, 11:10:45",31.85,-110.99,72.0,20,0,4.0,clear sky,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
jambusar,in,"04/19/2020, 11:10:45",22.05,72.8,86.0,40,20,5.82,few clouds,0.0,0.0
sitka,us,"04/19/2020, 11:10:34",57.05,-135.33,39.2,93,90,2.21,mist,0.0,0.0
hithadhoo,mv,"04/19/2020, 10:58:14",-0.6,73.08,85.21,74,36,11.39,scattered clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 10:58:28",-34.53,20.04,62.6,82,4,3.36,clear sky,0.0,0.0
butaritari,ki,"04/19/2020, 11:04:38",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
mackay,au,"04/19/2020, 11:10:46",-21.15,149.2,73.0,94,40,3.36,scattered clouds,0.0,0.0
atuona,pf,"04/19/2020, 10:58:35",-9.8,-139.03,82.45,76,92,15.55,light rain,0.32,0.0
svetlaya,ru,"04/19/2020, 11:10:47",46.54,138.33,36.7,83,100,0.38,overcast clouds,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:03:23",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
alice springs,au,"04/19/2020, 11:10:48",-23.7,133.88,78.8,27,4,12.75,clear sky,0.0,0.0
cidreira,br,"04/19/2020, 11:08:45",-30.18,-50.21,72.5,65,0,14.12,clear sky,0.0,0.0
bonthe,sl,"04/19/2020, 11:10:34",7.53,-12.51,83.39,70,99,10.47,overcast clouds,0.0,0.0
mehamn,no,"04/19/2020, 11:10:49",71.04,27.85,38.93,92,99,21.07,light rain,0.16,0.0
khatanga,ru,"04/19/2020, 11:06:24",71.97,102.5,17.4,94,38,4.81,scattered clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
pangnirtung,ca,"04/19/2020, 11:09:52",66.15,-65.71,5.0,77,20,10.29,few clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
college,us,"04/19/2020, 11:06:25",64.86,-147.8,45.0,93,90,1.97,overcast clouds,0.0,0.0
jian,cn,"04/19/2020, 11:10:50",27.12,114.98,63.12,87,8,1.57,clear sky,0.0,0.0
fortuna,us,"04/19/2020, 11:09:58",40.6,-124.16,57.0,76,90,4.54,overcast clouds,0.0,0.0
ballina,ie,"04/19/2020, 11:10:25",-28.87,153.57,63.0,100,0,2.24,clear sky,0.0,0.0
brae,gb,"04/19/2020, 11:10:51",60.4,-1.35,50.0,76,0,8.05,clear sky,0.0,0.0
aranos,na,"04/19/2020, 11:10:52",-24.13,19.12,79.5,23,62,9.8,broken clouds,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
san cristobal,ec,"04/19/2020, 11:10:53",7.77,-72.22,89.6,46,40,9.17,smoke,0.0,0.0
cross lanes,us,"04/19/2020, 11:10:53",38.42,-81.79,63.0,41,75,5.06,broken clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:03:16",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
qaanaaq,gl,"04/19/2020, 11:03:23",77.48,-69.36,17.53,89,68,8.03,broken clouds,0.0,0.0
alamosa,us,"04/19/2020, 11:10:54",37.47,-105.87,57.2,20,40,1.36,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
jamestown,sh,"04/19/2020, 11:03:06",42.1,-79.24,51.8,50,75,18.34,broken clouds,0.0,0.0
bhayavadar,in,"04/19/2020, 11:10:55",21.85,70.25,80.8,54,67,9.15,broken clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:03:13",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
port pirie,au,"04/19/2020, 11:10:56",-33.18,138.02,71.6,60,91,11.41,overcast clouds,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
arraial do cabo,br,"04/19/2020, 11:06:08",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
vaini,to,"04/19/2020, 11:03:09",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
nichinan,jp,"04/19/2020, 11:09:05",31.6,131.37,64.4,88,75,17.22,broken clouds,0.0,0.0
shizunai,jp,"04/19/2020, 11:10:57",42.33,142.37,38.66,73,62,11.32,broken clouds,0.0,0.0
hurghada,eg,"04/19/2020, 11:09:15",27.26,33.81,77.0,47,0,6.93,clear sky,0.0,0.0
aleksandrov gay,ru,"04/19/2020, 11:10:58",50.15,48.57,48.7,48,100,4.56,overcast clouds,0.0,0.0
yar-sale,ru,"04/19/2020, 11:04:33",66.83,70.83,33.91,97,100,7.83,light rain,0.13,0.0
karasjok,no,"04/19/2020, 11:06:15",69.47,25.51,39.2,86,75,29.97,broken clouds,0.0,0.0
hilo,us,"04/19/2020, 11:05:55",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
east london,za,"04/19/2020, 11:06:01",-33.02,27.91,77.58,64,8,18.14,clear sky,0.0,0.0
mahebourg,mu,"04/19/2020, 11:04:37",-20.41,57.7,77.0,78,40,11.41,scattered clouds,0.0,0.0
tombouctou,ml,"04/19/2020, 11:11:00",20.0,-3.0,94.48,22,0,10.31,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
hofn,is,"04/19/2020, 11:11:01",64.25,-15.21,44.42,85,100,7.54,overcast clouds,0.0,0.0
port hardy,ca,"04/19/2020, 11:06:06",50.7,-127.42,48.2,87,90,3.36,overcast clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
khagaria,in,"04/19/2020, 11:11:02",25.5,86.48,84.33,34,1,8.84,clear sky,0.0,0.0
albany,au,"04/19/2020, 11:03:26",42.6,-73.97,61.0,23,1,8.01,clear sky,0.0,0.0
ausa,in,"04/19/2020, 11:11:02",41.93,2.25,57.99,95,100,3.62,moderate rain,0.0,0.0
alofi,nu,"04/19/2020, 11:08:41",-19.06,-169.92,73.4,94,32,2.24,scattered clouds,0.0,0.0
lixourion,gr,"04/19/2020, 11:11:03",38.2,20.43,64.0,39,28,7.9,scattered clouds,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
meridian,us,"04/19/2020, 11:07:47",43.61,-116.39,61.0,38,1,10.29,clear sky,0.0,0.0
alto araguaia,br,"04/19/2020, 11:11:04",-17.31,-53.22,79.09,61,58,3.67,light rain,1.28,0.0
rikitea,pf,"04/19/2020, 11:03:25",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
newport,us,"04/19/2020, 11:11:04",51.59,-3.0,60.01,60,34,1.01,scattered clouds,0.0,0.0
chuy,uy,"04/19/2020, 11:03:08",-33.7,-53.46,72.5,63,0,8.7,clear sky,0.0,0.0
hurghada,eg,"04/19/2020, 11:09:15",27.26,33.81,77.0,47,0,6.93,clear sky,0.0,0.0
bac lieu,vn,"04/19/2020, 11:11:05",9.29,105.72,81.64,76,21,6.44,few clouds,0.0,0.0
fortuna,us,"04/19/2020, 11:09:58",40.6,-124.16,57.0,76,90,4.54,overcast clouds,0.0,0.0
pitimbu,br,"04/19/2020, 11:09:24",-7.47,-34.81,84.2,79,20,11.41,few clouds,0.0,0.0
sao filipe,cv,"04/19/2020, 11:11:06",14.9,-24.5,72.03,74,13,23.78,few clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:03:16",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
kavieng,pg,"04/19/2020, 11:06:19",-2.57,150.8,83.61,71,23,4.18,few clouds,0.0,0.0
jining,cn,"04/19/2020, 11:11:07",35.41,116.58,52.75,74,46,7.52,scattered clouds,0.0,0.0
carnarvon,au,"04/19/2020, 11:05:51",-24.87,113.63,73.4,78,38,10.29,scattered clouds,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
shahreza,ir,"04/19/2020, 11:11:08",32.03,51.88,60.49,27,71,2.55,broken clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
marsa matruh,eg,"04/19/2020, 11:11:08",31.35,27.25,60.8,67,6,5.82,clear sky,0.0,0.0
hofn,is,"04/19/2020, 11:11:01",64.25,-15.21,44.42,85,100,7.54,overcast clouds,0.0,0.0
ponta do sol,cv,"04/19/2020, 11:03:12",32.67,-17.1,66.99,44,24,3.0,few clouds,0.0,0.0
sinop,tr,"04/19/2020, 11:11:10",41.77,34.87,51.89,56,30,5.86,scattered clouds,0.0,0.0
trincomalee,lk,"04/19/2020, 11:11:10",8.57,81.23,82.04,79,4,7.16,clear sky,0.0,0.0
dikson,ru,"04/19/2020, 11:03:20",73.51,80.55,35.4,88,100,30.65,light rain,0.12,0.0
upernavik,gl,"04/19/2020, 11:06:16",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
faanui,pf,"04/19/2020, 11:11:07",-16.48,-151.75,82.6,78,68,14.05,broken clouds,0.0,0.0
pisco,pe,"04/19/2020, 11:08:06",-13.7,-76.22,73.4,73,9,10.29,clear sky,0.0,0.0
diffa,ne,"04/19/2020, 11:11:12",13.32,12.61,89.08,11,40,6.38,scattered clouds,0.0,0.0
general roca,ar,"04/19/2020, 11:11:12",-39.03,-67.58,71.6,26,81,6.93,broken clouds,0.0,0.0
ostrovnoy,ru,"04/19/2020, 11:04:00",68.05,39.51,30.65,95,97,10.69,light snow,0.0,0.35
longyearbyen,sj,"04/19/2020, 11:08:22",78.22,15.64,35.6,69,40,19.46,shower rain,0.0,0.0
